label;Text
;@DitjenPajakRI Ngapain bayar pajak, kalau uangnya ditilep pegawai pajak. https://t.co/NNNCubQv9i
;@cha_malla @kafiradikalis Jadi maunya gak kena pajak? Ngelawak lu!
;Beresi dulu pajak orang sekantormu, baru ngajak orang lain.
;@tvOneNews Joss..kita bayar pajak tapi duwit pajak tidak di gunakan untuk suatu  kebaikan ,malah kadang di gunakan untuk menzdolimi rakyat,,ngeri sekali pak negerimu ini.
;Said Aqil: Kalau Pajak Diselewangkan, Warga NU Tak Usah Bayar Pajak https://t.co/wmouIMMpfS
;"@ENS53311139 Betul. ??
Tanya deh konsultan pajak, sebrapa jauh advocate pajak? To be clear n be good or tipu2?
??????"
;Stafsus Kemenkeu Disemprot Said Didu Usai Bahas Dana Pajak: Staf Khusus Kementerian Keuangan, Yustinus Prastowo disemprot oleh mantan Sekretaris BUMN, Muhammad Said Didu usai menyinggung… https://t.co/aKKJv0Dzdn #News #saiddidu #yustinusprastowo #danapajak #penggunaandanapajak
;udah potongan pajak dari kantor makin gede eh anak pejabatnya pamer rubicon????
;"@suparyadi80 @panca66 @YRadianto @prastow @AgusYudhoyono Kemensos punya mobil dinas yg pajaknya mati, eh oposisi @PDemokrat jg baru bayar pajak stlh masuk berita. Sama aja.
Gitu teriaknya perubahan &amp; perbaikan."
;@DitjenPajakRI Wajib pajak, wajib pajak. Yang wajib itu sholat!
;Saran gua mending gosah bayar pajak si
;@RamliRizal Orang2 pajak yang tidak bayar pajak kendaraan pribadinya itu bukan karena fasiltas negara tapi karena mereka secara pribadi belum atau tidak bayar saja seperti kebanyakan orang lain yang tidak bayar pajak..jelas ? Bayar pajak itu kewajiban setiap warga negara tanpa terkecuali.
;@DitjenPajakRI Ya jelas bingung, bijimane pegawai pajak bisa kaya raya, ess 3 bisa tajir melintir
;@Emberplastik19 @cocor_bangor @DitjenPajakRI Skrng zaman makin canggih. Selagi Sri Mulyani beresin dari dalem, rakyat bisa ikut kontrol lewat protes dan medsos. Dorong kebijakan juga kan bisa, kalo outputnya jadi males bayar pajak mah kaya org males mikir. Gak ngasih solusi malah nambah masalah
;@DitjenPajakRI Maaf ga akan lapor deh sampe bu menteri keu, kasih berita semua staff pajak udh lapor pajak juga ??
;"Terbongkar Aset Gendut Gayus Hingga Rafael, Said Aqil Ancam Boikot Pajak
https://t.co/e9XoR2VVXl"
;"@redorizaldi @TodiTwit @CNNIndonesia dulu kubu oposisi ada yg pernah ngajak stop bayar pajak langsung di tuduh makar, perusuh negara
eh skrg dr kubu pemerintah sendiri yg bilang stop bayar pajak??????"
;@dhinaverse bayar pajak dulu kak jangan komen, ada anak pejabat yg merengek minta honda supra tuh
;"@ratu7indonesia2 @kafiradikalis sebenarnya yg muda2 dan generasi milenial, banyak yg jujur dan tidak terpapar generasi lalu

cuman buzerrp dan premos (preman organisasi) mana tau, disamaratakan semua

mau ga mau, program modernisasi ktr pajak tahun 2006-2008 perlu di apresiasi keberanian SMI waktu itu

1 (2)"
;Nah Loh! Sebut Hidup Mewah Gerus Kepercayaan Rakyat, Dirjen Pajak Malah Naik Moge, Menkeu Marah Besar https://t.co/HpOgkNO6rW
;@Gank_Of_Petojo Sory om ....blom sempat kasih maaf ke tkg pungut pajak ! beli mie instan n kopi di toko retail gede aje dipajakin, eh duit nye utk beli harley davidson n rubicon ....yg jualan keliling cuma pake veg zr doang ??
;bayar pajak itu mengesalkan
;@tatakujiyati Lihat rekam jejak, saran utk Pak Anis kedepanx pajak di tinjau kembali terapkan seperti yg pernah dijalankan di DKI, Presiden harus berpihak kepada masyarakatx, ambil pajak dr pengeruk BUMI Pertiwi.
;"nice sih untuk kali ini.. bukannya cari celah untuk gak bayar pajak.. tp ini adalah upaya bahwa kita seerius dalam kasus ini.. kepercayaan publik terancam gara"" kasus tuh bocah.. kemenkeu harus sadar btp seriusnya masalah ini"
;@Mr_Miauw @sumsel24jam @DitjenPajakRI Galak bgt akun anon pegawai pajak wkwkwkw
;"@qorygore udeh jangan begitu bang qor, tapi tetep aja. isi dompet elit bayar pajak sulit. hehehehe 900× 

kenapa ngga seneng? gua udah cape nih. orang yang gua suka ternyata suka sama orang yang dia suka juga. 

udeh bang qor, ikhlasin aja ya. tapi tetep aja nyesek ?? tapi harus ikhlas ygy https://t.co/egHPrumU29"
;@cocor_bangor @DitjenPajakRI Berbagi cerita aja. Gue gak setuju kalo dipukul rata semua kaya Rafael. Tapi gue juga dukung restrukturisasi dan kontrol ketat pegawai pajak. Cuma gara2 satu org terus jadi dalih gak bayar pajak itu kaya org males mikir.
;"@CNNIndonesia Kayaknya ini contoh orang pajak yg berkolaborasi dlm mengumpulkan harta yg tdk jelas asal usulnya.
Anak buahnya lebih banyak lagi, jadi Ibu Menkeu. Bersihkan orang yg menggelapkan pajak dari rakyat buat Transparansi penglolaan penerimaan pajak, non aktipkan pegawai pajak nakal."
;"@didienAZHAR Sik..sik..sik..
Bumn yg ungung apa saja..
Yg rugi apa saja..
Erick dibayar utk ngurus bumn..
Bayarnya pakai pajak kita. ."
;@CNNIndonesia kalau benaran tilep pajak, mayan sih nambah kas negara
;@DitjenPajakRI Pajak atau palak??!
;@DitjenPajakRI Berisik lu pejabat2nya gkada otak, iihhh gk kasian kali ya dg yg gaji cuma umr, kerja dibetah2in, ehh bajar pajak dikorup, emg palkon.
;@DitjenPajakRI pegawai pajak sdh lapor SPT?
;@giginpraginanto Berita paling menghebohkan..di Indonesia..Sampai bapaknya di pecat..kasus merampok duit pajak..!!! Enak yaa..yg kerja di pajak banyak cuannya
;@DitjenPajakRI Bukan pajak tapi palak...
;@logikapolitikid Jangan cuma kecam dan laporkan aja. usut dan jdkan terdakwa, adili, sita harta yg gak wajar di jajarannya terutama bea cukai dan pajak !
;@kring_pajak Sudah min, mohon bantuannya admin
;"@chitozzy @nanafd_ @jalur5_ @CommuterLine Kasih reward dong KAI
Buat edukasi yg baik
Gw yakin kedua bocah tersebut bukan anak pejabat pajak
Atau anak pejabat tinggi lain krn mereka ga mungkin maen maen di rel kereta
Beasiswa pendidikan pasti sangat berarti bagi mereka"
;@kring_pajak bisa tau kode efin
;"Ayo guys jgn lupa bayar pajak dan lapor SPT tahunan ya..
.
.
.
Bismillah dapet Rubicon baru ??"
;"@kafiradikalis Sudah dibaca, bagian mana yg bu SMI melakukan tindakan yg merugikan negara?? @ItjenKemenkeu 

Semakin yakin, justru banyak sekali orang di djp yg merasa panas karena kenyamanannya diusik. Saya yakin 8/10 oramg yg ditanya korup gak orang pajak? Jawabnya pasti korup."
;@ashimkhair @torotrapah @asumsico Es 1 lain gmn? Klo Pajak anak tiri Bea Cukai anak kandung....
;Nie wiem czy to moje halucynacje czy wlasniw mi przeszed? pezed oczami giga paj?k 10cm od mojej twarzy
;@detikcom duit pajak 19 tahun gimana ini ? https://t.co/tsCLIbKpJQ
;@paongme @RagilSemar Gampang kalee. Ada Aplikasi yg bisa ngecek. Hanya dg plat nomor, bisa diketahui dr A sampai Z identifikasi kendaraan tersebut..saya sudah lama, pakai aplikasinya. Sebelum pajak, cek dulu, bayarnya berapa, biar bisa dibayar pakai uang pas..
;@CNNIndonesia Wah Said Aqil cuma emosi sesaat. Apa dia gak mikir implikasi terhadap Negara kalau orang gak bayar pajak? Katanya cinta NKRI tapi menghimbau/menghasut gak bayar pajak?
;@hendriMHN @spesiallsambat @DitjenPajakRI Lah emang bikin kalo pegawai bikin laporan keuangan ala akuntan? Ga pernah lapor pajak ya?  Wkwkwkwkkkw goblok ??
;Kang @maman1965 .. jangan-jangan itu punyanya pegawai pajak yang kena semprit sama Menteri Keuangan, Sri Mulyani.
;@logikapolitikid RAT keluar dr ditjen pajak bikin ormas aja atau partai
;"@SahLeoSin @msaid_didu Berapapun hartanya saat ini beliau bukan pejabat negara yg digaji uang pajak rakyat, 
Semoga beliau orang yg kaya raya"
;Jangan lupa bayar pajak
;@geloraco Makanya dikejar kejar pajak terus ternyata pejabat pajak banyak yg korup
;Naah yooo, semakin makin rakyat tidak mau bayar/lapor pajak ini ????
;@DitjenPajakRI Ayo segera lapor SPT tahunan y kawan2..segera byr pajak nya dfn tertib ya..ingat, blm smw pegawai pajak pny rubicon..jd tolong yg tertib byr pajak nya ya...hehehe
;"Narasi citra pajak rusak ini aneh.

Kada ai perasaku. B aja. 

Just another day di negara berflower. Satu kasus bukan berarti tanggung jawab kita gugur."
;"@DitjenPajakRI Kalau lihat wajah pegawai pajak langsung bayangin rumahnya yang mewah, deretan mobilnya yang keren dan pengalaman trip luar negerinya yang banyak...
Antara kesel dan dengki ????"
;"@prtmdns @muad_ashry @adryanalgifari @dhnxzhr @babecabiita @DitjenPajakRI Iya. Karena yg wajib zakat adalah mereka yg disebut sbg orang berharta / org kaya.
Klo pajak, beli rokok sebatang aja udah kena cukai brp puluh persen itu"
;@MprAldo Kalau motorku mati pajak berarti nyontoh bu menteri
;"Tak hanya Rafael Alun yang tajir melintir. Harta sejumlah pejabat pajak lainnya jauh melebihi gaji dan tunjangan kinerjanya.

#korantempodigital #KoranTempo https://t.co/H97cUhOqJu"
;"@kring_pajak 
#LupaEFIN 
a. pribadi
B. sudah"
;@Intel_ORBA Ide bagus.Jgn lupa diberi narasi knp kendaraan plat merah tsb nunggak pajak padahal pejabatnya dpt tunjangan.Sbg WNI yg baik kt bantu negara mendapatkan haknya.
;"@txtdariterserah Orang pintar taat pajak.

Pegawai pajak taat apa? 
betul sekali, taat flexing."
;Risma di @KemensosRI periksa semua aset kendaraan di kementrianmu, apakah sudah bayar pajak? Memberikan contoh haruskah seperti itu?
;@AnthonyBudiawan Pegawe bea cukai sama parahnya dengan orang pajak pak,coba Sri Mulyani berani gak bongkar mereka
;"Duit pajak ada yg di korupsi, ada yg diselewengkan, ada yg utak atik pajak untuk keuntungan pihak"" tertentu, uangnya dibagi"" melalui mekanisme HIBAH....enak bener yg dapet hibah, padahal yg dapet hibah blm tentu bayar pajak..SONTOLOYO !!!

Bikin iklan inipun pake duit pajak https://t.co/4X8KaHTiOW"
;@OposisiCerdas Waduh klo enggak bayar pajak, negara enggak bisa ngasih 1,7T buat NU
;@geloraco Dukung yai, biar ada effect jera bagi petugas pajak
;"@GeiszChalifah Ada di dunia ini negara yg tdk ngutang ? 
Amerika , arab saudi ngutangnya lebih banyak tuh..
Investor di indonesia bukan hanya china ttp amerika, jepang  , korea   , UEA dst. Banyak negara berlomba menarik investor dari luar dg berbagai kemudahan birokrasi dan pajak"
;bagi PT atau BUMN atau instansi klo order dengan kami, kami menyediakan faktur pajak, invoice serta kuitansi resmi krn kita ada CV
;@keuangannews_id @Uing0095 tanpa pajak negara gkan masalah (jika dikelola dg baik). jadi klo ada usulan pajak dihapus, tentu itu bagus...
;"Orang bijak taat pajak.. 
Yuk bayar pajak yuk ndeerr"
;halo kak @kring_pajak, boleh bantu cek kah? saya tidak bisa dapat kode verifikasi, padahal saya sudah melakukan pembayaran dan submit NTPN pada formulirnya https://t.co/1ethjp4ujw
;"@kring_pajak #lupaEFIN 

1. WP pribadi a/n Elham Akhiru Khoirudin

2. sudah pernah log in tapi lupa save efin"
;@Bright7773 @raf_fasy @DitjenPajakRI Rakyat dipajaki karena sumber kekayaan dijual ke swasta... sumbwr pendapatan negara dari pajak.. perkara syurga dan neraka urusan Allah.. sy hanya menyampaikan hadits.. yg saya yakini panutan saya tidak pernah bohong yakni Nabi Muhammad saw...
;@DitjenPajakRI Ayo utk masyarakat umum..tolong byr pajak dgn tertib ya..ingat blm smw staff atau orang pajak pny rubicon..wkwkwkwk
;@mojokdotco zakat dari si kaya ke si miskin, pajak, dari si miskin untuk sikaya untuk beliin moge atau rubikon??
;@andy_dodot @DitjenPajakRI Yg bayar pajak mah yg penting bisa napas dan bisa hidup udah cukup
;@kurawa Menurut hemat saya itu apa sih maksudnya? Gue gk tau sih isi dr klub motor itu apa, semuanya moge atau ada yg motor biasa. Cuma, yaudah sih kl dibubarin kenapa? Mengganggu silaturahmi? Lagian aneh juga, moge tuh mahal lho, dan kl banyak orang di pajak yg punya, berarti.....
;@txtdariterserah Pajak rakyat hny utk memperkaya pejabat.Mafia penilip pajak selalu senang memelihara org2 sprti ini,ada kacung mrk utk mempermainkan pajak rakyat
;"ASK

Sebenarnya apa sih yg membedakan benefit (Tunjangan,Bonus) antara PNS di kementerian keuangan (Ditjen Pajak/BC) dibandingkan dengan kementerian lain?
Apakah masalah load kerjaan / income yg didapat?"
;"@AB_008_ ?????????? 
Utk apa &amp; siapa bayar pajaknya?
Utk negara?
??????????
Atau ... 
Utk membayar gaji para tukang pajak nya @DitjenPajakRI @kring_pajak?
Yg sdh digaji ""??????????"" tp msh kurang jg?
Yg bahkan kekayaan &amp; gaya hidupnya bisa melebihi Menteri @KemenkeuRI &amp; @jokowi?"
;@mfatahilahakbar @kafiradikalis Karena sebelum korupsi bayar 'pajak setoran' dulu.
;@kafiradikalis Wong sutris itu.. subag  rumahh tangga kok cawe2 urusan wajib pajak. Itu kyk orang bengkel motor ngomongin cara bedah syaraf.. hehe
;@Telkomsel @Dara_Cega Bisa minta bukti potong potong pajak tidak?
;@prastow Whats jalan tol dibiayai pajak melalui apbn? Bukannya tol adl swasta dan rakyat bayar sewanya
;@DitjenPajakRI Kesang badag kesang lembut Jang bayar pajak, geus dibayar eh dipake ku pagawena. Lainnya pake bangun bangsa. Ajg
;"Konteks lain CNN..
Adalah aku memakai Rubicon untuk kembali.
Dan sorotan hebat atas David di kasus terkait pajak.
Itu membuat aku punya pikiran.
Sangat kuat https://t.co/B6ApKF62RF"
;Resiko dan Peluang Korupsi Sektor Pajak https://t.co/rzvV18D7hO via @Bekasi Guide
;@prastow Uang rakyat lewat pajak dipakai bangun tol tapi untuk menggunakan jalan tol, rakyat harus membayar... pemerintah atau pebisniskah?
;@prastow Pegawe pajak ki mbayar pajek ora?
;"@DitjenPajakRI ?????????? 
Utk apa &amp; siapa bayar pajaknya?
Utk negara?
??????????
Atau ... 
Utk membayar gaji para tukang pajak nya @DitjenPajakRI @kring_pajak?
Yg sdh digaji ""??????????"" tp msh kurang jg?
Yg bahkan kekayaan &amp; gaya hidupnya bisa melebihi Menteri @KemenkeuRI &amp; @jokowi?"
;@Cenditito @DitjenPajakRI Bener om. Kasus kaya gue gini banyak, tapi pada malas ngomong atau ngurus karena wasting time dan useless. Toh ujug2nya duit pajak kita buat Bancakan moge sama rubitol pejabat pajak dan becuk @jokowi
;@mtasrifm @YruQt2XKBnOzz7S @prastow Alhamdulillah. Semoga anda bisa menelaah lebih lanjut apa yang saya baca dan dengar dari ulama yang faqih dalam masalah ini. Referensi yg saya maksud: kitab “Al-amwal fii daulah al-Khilafah” oleh Abdul Qadim Zallum. Khusus untuk pajak di hal 160 (terjemahan, cetakan 1988).
;@rmol_id Anehnya yang menarasikan stop bayar pajak bukan para oposisi tapi buzer ruoiah pro pemerintah aneh betul
;"#LupaEFIN 

1. Wajib Pajak Orang Pribadi
2. Belum Pernah Melakukan Aktivasi Efin.

Terima kasih.

@kring_pajak"
;"@CNNIndonesia ibu men udah taukan, nah mending cek pejabat"" lain daripada ngurusin masyarakat bawah, mending benahin dulu yang deket"", gak cuma pejabat pajak"
;Baca berita di twitter semuanya mengerikan di negeri wakanda ga Ada yg bagus Mulai dari banjir, oknum pajak, sampai pembunuhan… ga Ada good news
;@Tan_Mar3M Teladan ngemplang Pajak
;"#LupaEFIN 

1. Wajib Pajak Orang Pribadi
2. Belum Pernah Melakukan Aktivasi Efin.

Terima kasih."
;@MelesetDikit Aman ya kalau pejabat..tanpa bayar pajak moge
;@convomf AAAA NGERTI BANGET ?? kalo ada masalah kerjaan, bayar pajak dll pasti nanyanya ke diaa
;Pejabat Pajak Main Moge, Pejabat Bea Cukai Pamer Pesawat Cessna https://t.co/8swR5aGGBz
;"Kehidupan palsu!
#kebangun #dunia #pajak https://t.co/ExzzrdXkUE"
;"@Jateng_Twit Jl. Kertek - Kepil 
Rusak parah sudah lama, bahkan sebelum Gubernur Jateng ndoro @ganjarpranowo datang ke Kepil. Entah sampai sekarang belum di perbaiki. 
Tambah penasaran, uang pajak kemana ya ??????"
;@kumparan dimana-mana gaji Pegawai itu Kecil, berbeda dengan Gaji Pegawai kantor Pajak ~ gajinya kecil ceperannya besar. Gaji Direktur Bank lebih besar daripada Gaji Pegawa kantor Pajak ya wajar saja karena tanggung jawab sementara Pegawai Kantor pajak hanya memungut pajak semata #hening
;@detikcom pajak dan palak itu sama sama uang hasilnya....cuman beda tipis caranya....wkwkwkwk negara kebanyakan pejabat MALING ya kaya gini RIBUT TERUS...SAMPE LUPA KEWAJIBANYA PADA RAKYAT...
;"@prastow Wooiii koruptor Pajak Sadarlah.
Rakyat memantau uangnya dimakan"
;@BiyungAyu84 @kurawa @DPR_RI @puanmaharani_ri Blum tentu ketauan. Sekarang pada pinter2. Dulu keluarga jauh warga biasa rumahnya banyak mobil banyak tp ada yang pinjem nama buat menghindari pajak. Sekarang udah meninggal entah gimana ngurus warisnya. Ibu dulu pernah dipinjem nama sm ktp buat beli mobil.
;Ini lebih jelas dari formula E kenapa gak KPK gak periksa...mana nyali KPK periksa pejabat Kemenkeu dan pajak...jgn KPK gak punya nyali kalau berhadapan dengan penguasa...kalau gak punya nyali bubarkan saja KPK...jgn terkesan jadi alat penguasa...
;@yaelahddinnn @CNNIndonesia Nnti gk bayar pajak kendaraan, 2 tahun bodong. Kayaknya org tua itu cuma omong kosong gk bayar pajak. Hahahhaha
;@txtdariterserah Ayok semangat bayar pajak, biar pejabat nya makmur wkwkwk
;@Android_AK_47 Berbelanja akan membantu putaran roda ekonomi...masalahnya skr daya beli yg kurang krn pajak, bbm naik dll..inyo lo biang masalah
;@suryaamriza @CNNIndonesia Betul, pajak sekarang tercomputerized kok. Cari tambahan ya main mata. Bapak ini nampaknya gak mengerti bagaimana system bekerja ??????
;@DitjenPajakRI @kring_pajak https://t.co/XWrrye9cad
;@6undul0h Udah ndak heran sih Pegawai Pajak dan Bea Cukai itu kebanyakan ya begitu
;"@detikcom Berawal dari peg pajak yg nakal, reaksi masy pasti muncul seperti itu.
Konsekwensi logis atas sebuah aksi"
;@DitjenPajakRI Gua bayar pajak lu memperkaya diri agak Laen mang
;@detikcom Wajar sih pembayar pajak geram dgn kekayaan fantastis petugas pajak.
;@CNNIndonesia Itu cm ujungnya gunung es. Coba cek kekayaan seluruh pegawai dirjen pajak, baru anda bicara lagi.
;Hal yang dituntut dari orang yang gajinya dibayar pakai uang pajak https://t.co/Xy0lB9aw4T
;@DitjenPajakRI kalau target terpenuhi harusnya di simpan, bukan dibagikan... Ini penyelewengan pajak, dan juga bukan hak mereka seharusnya mereka dapat apa yang sudah ditetapkan bonus kok pakai uang pajak, pakai APBN sesuai anggaran... https://t.co/TAYq3NvoEv
;@ruhulmaani @AltoLuger Hati2 nih orang pajak mencari pembelaan,kirim dong foto sayurnya
;@detikcom Kebijkan isinya mempersulit rakyat melulu..ga ada kebijakan yg buat rakyat senang? Misalkan rakyat yg taat byr pajak dpt return pajak spt di luar negeri...
;Adanya kasus ini memungkinkan tingkat kepatuhan wajib pajak menurun, dan akhirnya akan berdampak pada penerimaan negara. #userstory https://t.co/wqoeJChBxX
;Sobat, Eks pejabat Ditjen Pajak, Rafael Alun dipanggil KPK hari ini. Dia akan diklarifikasi soal harta senilai Rp 56 miliar. KPK berencana melakukan klarifikasi terhadap LHKPN milik mantan pejabat Ditjen Pajak Rafael Alun Trisambodo berjumlah Rp 56 miliar. https://t.co/Y5hsBW2FWF
;@DitjenPajakRI saya pribadi sih dah males, #stopbayarpajak terimakasih telah membuka mata indonesia bahwasannya banyak iblis berselimut di dalam sana ???? kecewa sekali rasanya, yg tadinya taat pajak wh ternyata didalemnya ngemplang pajak. Bangsat!
;@mrtaufik19 @kafiradikalis bener kata ahok..pejabat haus bisa membuktikan kekayaan nya dari mana..kalau narik pajak, kaya ngak ada toleran nya..skrng hancur reputasi djp..
;@_MbakSri_ Kalo memang ada yg salah yo mesti d perbaiki. Dari dulu kasus korupsi pajak sudah banyak terjadi, ini masalah mental dan gaya hidup hedon. Kalo mental maling d gaji berapapun tetep akan maling. padahal sudah menjadi rahasia umum bahwa THP kementrian keuangan luar biasa tinggi.
;@kring_pajak @kancataplak Kalo mau email  pengajuan efin ke mana kak, terus formatnya apa,lampirannya apa aja?
